0,H2BK12,0,H2BK12,46.0,1.0
0,H2BK12,1,H3K122,16.0,1.0
0,H2BK12,2,H4K16,15.0,1.0
0,H2BK12,3,H3K2me0,8.0,0.7916666666666666
0,H2BK12,4,H3K36me1,12.0,0.7916666666666666
0,H2BK12,5,H4R3me1,14.0,0.4018264840182648
0,H2BK12,6,H4K20me1,9.0,0.7916666666666666
0,H2BK12,7,H2BK46,8.0,1.0
0,H2BK12,8,H3K4me0,8.0,0.7916666666666666
0,H2BK12,9,H3K27me0,15.0,0.7916666666666666
0,H2BK12,10,H3R79me1,6.0,0.4018264840182648
0,H2BK12,11,H3K37,13.0,1.0
0,H2BK12,12,H3K27me2,15.0,0.7916666666666666
0,H2BK12,13,H4K8,20.0,1.0
0,H2BK12,14,H4K20me,9.0,0.7916666666666666
0,H2BK12,15,H2BK85,11.0,1.0
0,H2BK12,16,H3K9me3,11.0,0.7916666666666666
0,H2BK12,17,H3K9,11.0,1.0
0,H2BK12,18,H3K4me2,8.0,0.7916666666666666
0,H2BK12,19,H4R3me2a,14.0,0.4018264840182648
0,H2BK12,20,H3K56,11.0,1.0
0,H2BK12,21,H4K20,9.0,1.0
0,H2BK12,22,H4K12,14.0,1.0
0,H2BK12,23,H2BK43,6.0,1.0
0,H2BK12,24,H3R8me2a,11.0,0.4018264840182648
0,H2BK12,25,H3K27,15.0,1.0
0,H2BK12,26,H3K79me3,6.0,0.7916666666666666
0,H2BK12,27,H3K36me3,12.0,0.7916666666666666
0,H2BK12,28,H2BK5,16.0,1.0
0,H2BK12,29,H2AK5,16.0,1.0
0,H2BK12,30,H4K20me2,9.0,0.7916666666666666
0,H2BK12,31,H3K9me1,11.0,0.7916666666666666
0,H2BK12,32,H3R4me3,8.0,0.4018264840182648
0,H2BK12,33,H4K20me3,9.0,0.7916666666666666
0,H2BK12,34,H1K26me2,10.0,0.7916666666666666
0,H2BK12,35,H3K115,9.0,1.0
0,H2BK12,36,H3R2me0,8.0,0.4018264840182648
0,H2BK12,37,H3R79me2,6.0,0.4018264840182648
0,H2BK12,38,H3K14,18.0,1.0
0,H2BK12,39,H1K74,11.0,1.0
0,H2BK12,40,H3K27me3,15.0,0.7916666666666666
0,H2BK12,41,H4K5,20.0,1.0
0,H2BK12,42,H3R4me0,8.0,0.4018264840182648
0,H2BK12,43,H3K27me1,15.0,0.7916666666666666
0,H2BK12,44,H3K36me2,12.0,0.7916666666666666
0,H2BK12,45,H3K4,8.0,1.0
0,H2BK12,46,H3K2me3,8.0,0.7916666666666666
0,H2BK12,47,H3R2me2,8.0,0.4018264840182648
0,H2BK12,48,H4K44,12.0,1.0
0,H2BK12,49,H2AK15,9.0,1.0
0,H2BK12,50,H3K2me2,8.0,0.7916666666666666
0,H2BK12,51,H3K2me1,8.0,0.7916666666666666
0,H2BK12,52,H2AK75,12.0,1.0
0,H2BK12,53,H3R9me3,11.0,0.4018264840182648
0,H2BK12,54,H3K79,6.0,1.0
0,H2BK12,55,H3K4me3,8.0,0.7916666666666666
0,H2BK12,56,H3K36,12.0,1.0
0,H2BK12,57,H2BK15,25.0,1.0
0,H2BK12,58,H3R17me2a,24.0,0.4018264840182648
0,H2BK12,59,H3K18,24.0,1.0
0,H2BK12,60,H3K79me2,6.0,0.7916666666666666
0,H2BK12,61,H3R2me3,8.0,0.4018264840182648
0,H2BK12,62,H3R4me2,8.0,0.4018264840182648
0,H2BK12,63,H3K9me2,11.0,0.7916666666666666
0,H2BK12,64,H4R3me3,14.0,0.4018264840182648
0,H2BK12,65,H2AK36,18.0,1.0
0,H2BK12,66,H3R2me1,8.0,0.4018264840182648
0,H2BK12,67,H3K23,10.0,1.0
0,H2BK12,68,H4R3me2,14.0,0.4018264840182648
1,H3K122,0,H2BK12,16.0,1.0
1,H3K122,1,H3K122,48.0,1.0
1,H3K122,2,H4K16,6.0,1.0
1,H3K122,3,H3K2me0,12.0,0.7916666666666666
1,H3K122,4,H3K36me1,10.0,0.7916666666666666
1,H3K122,5,H4R3me1,7.0,0.4018264840182648
1,H3K122,6,H4K20me1,7.0,0.7916666666666666
1,H3K122,7,H2BK46,11.0,1.0
1,H3K122,8,H3K4me0,7.0,0.7916666666666666
1,H3K122,9,H3K27me0,10.0,0.7916666666666666
1,H3K122,10,H3R79me1,12.0,0.4018264840182648
1,H3K122,11,H3K37,10.0,1.0
1,H3K122,12,H3K27me2,10.0,0.7916666666666666
1,H3K122,13,H4K8,7.0,1.0
1,H3K122,14,H4K20me,7.0,0.7916666666666666
1,H3K122,15,H2BK85,6.0,1.0
1,H3K122,16,H3K9me3,6.0,0.7916666666666666
1,H3K122,17,H3K9,6.0,1.0
1,H3K122,18,H3K4me2,7.0,0.7916666666666666
1,H3K122,19,H4R3me2a,7.0,0.4018264840182648
1,H3K122,20,H3K56,7.0,1.0
1,H3K122,21,H4K20,7.0,1.0
1,H3K122,22,H4K12,7.0,1.0
1,H3K122,23,H2BK43,7.0,1.0
1,H3K122,24,H3R8me2a,7.0,0.4018264840182648
1,H3K122,25,H3K27,10.0,1.0
1,H3K122,26,H3K79me3,12.0,0.7916666666666666
1,H3K122,27,H3K36me3,10.0,0.7916666666666666
1,H3K122,28,H2BK5,10.0,1.0
1,H3K122,29,H2AK5,7.0,1.0
1,H3K122,30,H4K20me2,7.0,0.7916666666666666
1,H3K122,31,H3K9me1,6.0,0.7916666666666666
1,H3K122,32,H3R4me3,7.0,0.4018264840182648
1,H3K122,33,H4K20me3,7.0,0.7916666666666666
1,H3K122,34,H1K26me2,6.0,0.7916666666666666
1,H3K122,35,H3K115,11.0,1.0
1,H3K122,36,H3R2me0,12.0,0.4018264840182648
1,H3K122,37,H3R79me2,12.0,0.4018264840182648
1,H3K122,38,H3K14,13.0,1.0
1,H3K122,39,H1K74,14.0,1.0
1,H3K122,40,H3K27me3,10.0,0.7916666666666666
1,H3K122,41,H4K5,6.0,1.0
1,H3K122,42,H3R4me0,7.0,0.4018264840182648
1,H3K122,43,H3K27me1,10.0,0.7916666666666666
1,H3K122,44,H3K36me2,10.0,0.7916666666666666
1,H3K122,45,H3K4,7.0,1.0
1,H3K122,46,H3K2me3,12.0,0.7916666666666666
1,H3K122,47,H3R2me2,12.0,0.4018264840182648
1,H3K122,48,H4K44,9.0,1.0
1,H3K122,49,H2AK15,6.0,1.0
1,H3K122,50,H3K2me2,12.0,0.7916666666666666
1,H3K122,51,H3K2me1,12.0,0.7916666666666666
1,H3K122,52,H2AK75,8.0,1.0
1,H3K122,53,H3R9me3,6.0,0.4018264840182648
1,H3K122,54,H3K79,12.0,1.0
1,H3K122,55,H3K4me3,7.0,0.7916666666666666
1,H3K122,56,H3K36,10.0,1.0
1,H3K122,57,H2BK15,8.0,1.0
1,H3K122,58,H3R17me2a,13.0,0.4018264840182648
1,H3K122,59,H3K18,13.0,1.0
1,H3K122,60,H3K79me2,12.0,0.7916666666666666
1,H3K122,61,H3R2me3,12.0,0.4018264840182648
1,H3K122,62,H3R4me2,7.0,0.4018264840182648
1,H3K122,63,H3K9me2,6.0,0.7916666666666666
1,H3K122,64,H4R3me3,7.0,0.4018264840182648
1,H3K122,65,H2AK36,8.0,1.0
1,H3K122,66,H3R2me1,12.0,0.4018264840182648
1,H3K122,67,H3K23,6.0,1.0
1,H3K122,68,H4R3me2,7.0,0.4018264840182648
2,H4K16,0,H2BK12,15.0,1.0
2,H4K16,1,H3K122,6.0,1.0
2,H4K16,2,H4K16,51.0,1.0
2,H4K16,3,H3K2me0,8.0,0.7916666666666666
2,H4K16,4,H3K36me1,25.0,0.7916666666666666
2,H4K16,5,H4R3me1,11.0,0.4018264840182648
2,H4K16,6,H4K20me1,24.0,0.7916666666666666
2,H4K16,7,H2BK46,10.0,1.0
2,H4K16,8,H3K4me0,8.0,0.7916666666666666
2,H4K16,9,H3K27me0,11.0,0.7916666666666666
2,H4K16,10,H3R79me1,6.0,0.4018264840182648
2,H4K16,11,H3K37,23.0,1.0
2,H4K16,12,H3K27me2,11.0,0.7916666666666666
2,H4K16,13,H4K8,16.0,1.0
2,H4K16,14,H4K20me,24.0,0.7916666666666666
2,H4K16,15,H2BK85,13.0,1.0
2,H4K16,16,H3K9me3,11.0,0.7916666666666666
2,H4K16,17,H3K9,11.0,1.0
2,H4K16,18,H3K4me2,8.0,0.7916666666666666
2,H4K16,19,H4R3me2a,11.0,0.4018264840182648
2,H4K16,20,H3K56,10.0,1.0
2,H4K16,21,H4K20,24.0,1.0
2,H4K16,22,H4K12,21.0,1.0
2,H4K16,23,H2BK43,6.0,1.0
2,H4K16,24,H3R8me2a,11.0,0.4018264840182648
2,H4K16,25,H3K27,11.0,1.0
2,H4K16,26,H3K79me3,6.0,0.7916666666666666
2,H4K16,27,H3K36me3,25.0,0.7916666666666666
2,H4K16,28,H2BK5,11.0,1.0
2,H4K16,29,H2AK5,16.0,1.0
2,H4K16,30,H4K20me2,24.0,0.7916666666666666
2,H4K16,31,H3K9me1,11.0,0.7916666666666666
2,H4K16,32,H3R4me3,8.0,0.4018264840182648
2,H4K16,33,H4K20me3,24.0,0.7916666666666666
2,H4K16,34,H1K26me2,13.0,0.7916666666666666
2,H4K16,35,H3K115,18.0,1.0
2,H4K16,36,H3R2me0,8.0,0.4018264840182648
2,H4K16,37,H3R79me2,6.0,0.4018264840182648
2,H4K16,38,H3K14,17.0,1.0
2,H4K16,39,H1K74,6.0,1.0
2,H4K16,40,H3K27me3,11.0,0.7916666666666666
2,H4K16,41,H4K5,16.0,1.0
2,H4K16,42,H3R4me0,8.0,0.4018264840182648
2,H4K16,43,H3K27me1,11.0,0.7916666666666666
2,H4K16,44,H3K36me2,25.0,0.7916666666666666
2,H4K16,45,H3K4,8.0,1.0
2,H4K16,46,H3K2me3,8.0,0.7916666666666666
2,H4K16,47,H3R2me2,8.0,0.4018264840182648
2,H4K16,48,H4K44,29.0,1.0
2,H4K16,49,H2AK15,11.0,1.0
2,H4K16,50,H3K2me2,8.0,0.7916666666666666
2,H4K16,51,H3K2me1,8.0,0.7916666666666666
2,H4K16,52,H2AK75,14.0,1.0
2,H4K16,53,H3R9me3,11.0,0.4018264840182648
2,H4K16,54,H3K79,6.0,1.0
2,H4K16,55,H3K4me3,8.0,0.7916666666666666
2,H4K16,56,H3K36,25.0,1.0
2,H4K16,57,H2BK15,18.0,1.0
2,H4K16,58,H3R17me2a,12.0,0.4018264840182648
2,H4K16,59,H3K18,12.0,1.0
2,H4K16,60,H3K79me2,6.0,0.7916666666666666
2,H4K16,61,H3R2me3,8.0,0.4018264840182648
2,H4K16,62,H3R4me2,8.0,0.4018264840182648
2,H4K16,63,H3K9me2,11.0,0.7916666666666666
2,H4K16,64,H4R3me3,11.0,0.4018264840182648
2,H4K16,65,H2AK36,8.0,1.0
2,H4K16,66,H3R2me1,8.0,0.4018264840182648
2,H4K16,67,H3K23,11.0,1.0
2,H4K16,68,H4R3me2,11.0,0.4018264840182648
3,H3K2me0,0,H2BK12,8.0,0.7916666666666666
3,H3K2me0,1,H3K122,12.0,0.7916666666666666
3,H3K2me0,2,H4K16,8.0,0.7916666666666666
3,H3K2me0,3,H3K2me0,37.0,1.0
3,H3K2me0,4,H3K36me1,8.0,1.0
3,H3K2me0,5,H4R3me1,11.0,0.45789473684210524
3,H3K2me0,6,H4K20me1,10.0,1.0
3,H3K2me0,7,H2BK46,13.0,0.7916666666666666
3,H3K2me0,8,H3K4me0,30.0,1.0
3,H3K2me0,9,H3K27me0,12.0,1.0
3,H3K2me0,10,H3R79me1,8.0,0.45789473684210524
3,H3K2me0,11,H3K37,8.0,0.7916666666666666
3,H3K2me0,12,H3K27me2,12.0,1.0
3,H3K2me0,13,H4K8,6.0,0.7916666666666666
3,H3K2me0,14,H4K20me,10.0,1.0
3,H3K2me0,15,H2BK85,9.0,0.7916666666666666
3,H3K2me0,16,H3K9me3,12.0,1.0
3,H3K2me0,17,H3K9,12.0,0.7916666666666666
3,H3K2me0,18,H3K4me2,30.0,1.0
3,H3K2me0,19,H4R3me2a,11.0,0.45789473684210524
