0,Q9UBU8,0,Q9UBU8,2424.0
0,Q9UBU8,1,Q9UK53,80.0
0,Q9UBU8,2,Q9UPP1,94.0
0,Q9UBU8,3,Q9H3R0,84.0
0,Q9UBU8,4,P51531,99.0
0,Q9UBU8,5,Q7KZF4,76.0
0,Q9UBU8,6,O95696,87.0
0,Q9UBU8,7,Q9UQR0,61.0
0,Q9UBU8,8,Q8WYB5,101.0
0,Q9UBU8,9,Q13415,83.0
0,Q9UBU8,10,O96028,95.0
0,Q9UBU8,11,O60885,115.0
0,Q9UBU8,12,P51532,103.0
0,Q9UBU8,13,Q9Y232,78.0
0,Q9UBU8,14,P25440,97.0
0,Q9UBU8,15,Q92784,78.0
0,Q9UBU8,16,O95931,66.0
0,Q9UBU8,17,Q58F21,90.0
0,Q9UBU8,18,Q9UGL1,88.0
0,Q9UBU8,19,Q9BVI0,114.0
0,Q9UBU8,20,Q9BUL5,107.0
0,Q9UBU8,21,Q9Y3Y4,76.0
0,Q9UBU8,22,Q9UFC0,67.0
0,Q9UBU8,23,Q9UIF9,135.0
0,Q9UBU8,24,Q9UIF8,91.0
0,Q9UBU8,25,Q96ES7,84.0
0,Q9UBU8,26,Q92794,112.0
0,Q9UBU8,27,P55201,102.0
0,Q9UBU8,28,Q9UBC3,74.0
0,Q9UBU8,29,O43918,100.0
0,Q9UBU8,30,Q12830,93.0
0,Q9UBU8,31,P52701,88.0
0,Q9UBU8,32,Q9NSI6,87.0
0,Q9UBU8,33,Q9ULD4,120.0
0,Q9UBU8,34,P21675,112.0
0,Q9UBU8,35,Q16637,60.0
0,Q9UBU8,36,Q8IZX4,107.0
0,Q9UBU8,37,Q9UJW3,48.0
0,Q9UBU8,38,P83916,63.0
0,Q9UBU8,39,Q99549,109.0
0,Q9UBU8,40,Q15059,103.0
0,Q9UBU8,41,Q969R5,81.0
0,Q9UBU8,42,Q8N8U2,81.0
0,Q9UBU8,43,Q96KQ7,64.0
0,Q9UBU8,44,Q9H9B1,93.0
0,Q9UBU8,45,P46100,94.0
0,Q9UBU8,46,Q09472,108.0
0,Q9UBU8,47,Q96T88,82.0
0,Q9UBU8,48,P55895,67.0
0,Q9UBU8,49,Q9Y657,61.0
0,Q9UBU8,50,Q86XI2,90.0
0,Q9UBU8,51,Q8WYH8,67.0
0,Q9UBU8,52,Q9NR48,123.0
0,Q9UBU8,53,Q7Z4V5,120.0
0,Q9UBU8,54,Q05BQ5,67.0
0,Q9UBU8,55,Q49A26,73.0
0,Q9UBU8,56,Q86U86,95.0
0,Q9UBU8,57,O75475,99.0
0,Q9UBU8,58,P41229,94.0
0,Q9UBU8,59,Q12888,97.0
0,Q9UBU8,60,Q9BXF3,103.0
0,Q9UBU8,61,Q6ZMT4,94.0
0,Q9UBU8,62,Q8N5Y2,343.0
0,Q9UBU8,63,Q9UNL4,74.0
0,Q9UBU8,64,P29375,113.0
0,Q9UBU8,65,Q15326,75.0
0,Q9UBU8,66,Q92830,94.0
0,Q9UBU8,67,Q14839,113.0
0,Q9UBU8,68,O75151,108.0
0,Q9UBU8,69,Q96JM7,85.0
0,Q9UBU8,70,Q92793,133.0
0,Q9UBU8,71,Q9UPN9,82.0
0,Q9UBU8,72,O75940,68.0
0,Q9UBU8,73,Q9ULI0,76.0
0,Q9UBU8,74,O00257,96.0
0,Q9UBU8,75,O75164,58.0
0,Q9UBU8,76,O14646,113.0
0,Q9UBU8,77,P45973,66.0
0,Q9UBU8,78,Q92831,88.0
0,Q9UBU8,79,P55197,75.0
0,Q9UBU8,80,Q9NPI1,102.0
0,Q9UBU8,81,O75530,52.0
0,Q9UBU8,82,Q504Y3,61.0
0,Q9UBU8,83,O15164,86.0
0,Q9UBU8,84,Q9NXR8,64.0
0,Q9UBU8,85,Q9H0M4,92.0
0,Q9UBU8,86,Q9BRQ0,70.0
0,Q9UBU8,87,Q9Y483,60.0
0,Q9UBU8,88,O95503,88.0
0,Q9UBU8,89,P42695,89.0
0,Q9UBU8,90,O43463,67.0
0,Q9UBU8,91,Q6PL18,88.0
0,Q9UBU8,92,Q9BZ95,121.0
0,Q9UBU8,93,Q9UHJ3,99.0
0,Q9UBU8,94,Q13185,52.0
0,Q9UBU8,95,Q8TE76,85.0
0,Q9UBU8,96,Q9Y6K1,71.0
0,Q9UBU8,97,P61964,74.0
0,Q9UBU8,98,Q5T6S3,58.0
0,Q9UBU8,99,Q14149,87.0
0,Q9UBU8,100,Q96BD5,88.0
0,Q9UBU8,101,Q5VWG9,97.0
0,Q9UBU8,102,Q03164,104.0
0,Q9UBU8,103,Q9Y468,73.0
0,Q9UBU8,104,Q9H7E2,72.0
0,Q9UBU8,105,O43189,77.0
0,Q9UBU8,106,Q9H160,64.0
1,Q9UK53,0,Q9UBU8,86.0
1,Q9UK53,1,Q9UK53,3004.0
1,Q9UK53,2,Q9UPP1,136.0
1,Q9UK53,3,Q9H3R0,98.0
1,Q9UK53,4,P51531,103.0
1,Q9UK53,5,Q7KZF4,71.0
1,Q9UK53,6,O95696,112.0
1,Q9UK53,7,Q9UQR0,86.0
1,Q9UK53,8,Q8WYB5,110.0
1,Q9UK53,9,Q13415,114.0
1,Q9UK53,10,O96028,182.0
1,Q9UK53,11,O60885,115.0
1,Q9UK53,12,P51532,139.0
1,Q9UK53,13,Q9Y232,78.0
1,Q9UK53,14,P25440,115.0
1,Q9UK53,15,Q92784,149.0
1,Q9UK53,16,O95931,53.0
1,Q9UK53,17,Q58F21,84.0
1,Q9UK53,18,Q9UGL1,184.0
1,Q9UK53,19,Q9BVI0,120.0
1,Q9UK53,20,Q9BUL5,132.0
1,Q9UK53,21,Q9Y3Y4,157.0
1,Q9UK53,22,Q9UFC0,106.0
1,Q9UK53,23,Q9UIF9,149.0
1,Q9UK53,24,Q9UIF8,167.0
1,Q9UK53,25,Q96ES7,64.0
1,Q9UK53,26,Q92794,120.0
1,Q9UK53,27,P55201,165.0
1,Q9UK53,28,Q9UBC3,81.0
1,Q9UK53,29,O43918,170.0
1,Q9UK53,30,Q12830,172.0
1,Q9UK53,31,P52701,134.0
1,Q9UK53,32,Q9NSI6,95.0
1,Q9UK53,33,Q9ULD4,122.0
1,Q9UK53,34,P21675,92.0
1,Q9UK53,35,Q16637,95.0
1,Q9UK53,36,Q8IZX4,65.0
1,Q9UK53,37,Q9UJW3,74.0
1,Q9UK53,38,P83916,69.0
1,Q9UK53,39,Q99549,107.0
1,Q9UK53,40,Q15059,106.0
1,Q9UK53,41,Q969R5,70.0
1,Q9UK53,42,Q8N8U2,88.0
1,Q9UK53,43,Q96KQ7,167.0
1,Q9UK53,44,Q9H9B1,120.0
1,Q9UK53,45,P46100,113.0
1,Q9UK53,46,Q09472,105.0
1,Q9UK53,47,Q96T88,117.0
1,Q9UK53,48,P55895,74.0
1,Q9UK53,49,Q9Y657,63.0
1,Q9UK53,50,Q86XI2,71.0
1,Q9UK53,51,Q8WYH8,521.0
1,Q9UK53,52,Q9NR48,116.0
1,Q9UK53,53,Q7Z4V5,122.0
1,Q9UK53,54,Q05BQ5,69.0
1,Q9UK53,55,Q49A26,89.0
1,Q9UK53,56,Q86U86,81.0
1,Q9UK53,57,O75475,105.0
1,Q9UK53,58,P41229,119.0
1,Q9UK53,59,Q12888,115.0
1,Q9UK53,60,Q9BXF3,119.0
1,Q9UK53,61,Q6ZMT4,142.0
1,Q9UK53,62,Q8N5Y2,86.0
1,Q9UK53,63,Q9UNL4,531.0
1,Q9UK53,64,P29375,133.0
1,Q9UK53,65,Q15326,104.0
1,Q9UK53,66,Q92830,87.0
1,Q9UK53,67,Q14839,229.0
1,Q9UK53,68,O75151,147.0
1,Q9UK53,69,Q96JM7,86.0
1,Q9UK53,70,Q92793,114.0
1,Q9UK53,71,Q9UPN9,137.0
1,Q9UK53,72,O75940,81.0
1,Q9UK53,73,Q9ULI0,119.0
1,Q9UK53,74,O00257,80.0
1,Q9UK53,75,O75164,94.0
1,Q9UK53,76,O14646,94.0
1,Q9UK53,77,P45973,66.0
1,Q9UK53,78,Q92831,81.0
1,Q9UK53,79,P55197,128.0
1,Q9UK53,80,Q9NPI1,110.0
1,Q9UK53,81,O75530,84.0
1,Q9UK53,82,Q504Y3,80.0
1,Q9UK53,83,O15164,150.0
1,Q9UK53,84,Q9NXR8,412.0
1,Q9UK53,85,Q9H0M4,106.0
1,Q9UK53,86,Q9BRQ0,130.0
1,Q9UK53,87,Q9Y483,107.0
1,Q9UK53,88,O95503,79.0
1,Q9UK53,89,P42695,75.0
1,Q9UK53,90,O43463,64.0
1,Q9UK53,91,Q6PL18,96.0
1,Q9UK53,92,Q9BZ95,203.0
1,Q9UK53,93,Q9UHJ3,108.0
1,Q9UK53,94,Q13185,80.0
1,Q9UK53,95,Q8TE76,91.0
1,Q9UK53,96,Q9Y6K1,109.0
1,Q9UK53,97,P61964,59.0
1,Q9UK53,98,Q5T6S3,78.0
1,Q9UK53,99,Q14149,87.0
